season,wins,draws,losses,points
5172,14,8,12,50
5173,16,7,11,55
5174,17,8,9,59
5175,14,9,11,51
5176,15,9,10,54
5177,13,10,11,49
5178,16,7,11,55
5179,15,8,11,53
5180,14,12,8,54
5181,17,10,7,61
5182,13,8,13,47
5183,19,8,7,65
5184,15,8,11,53
5185,23,6,5,75
5186,7,13,14,34
5187,13,8,13,47
5188,18,11,5,65
5189,15,7,12,52
5190,16,5,13,53
5191,16,10,8,58
5192,13,9,12,48
5193,18,9,7,63
5194,13,8,13,47
5195,17,4,13,55
5196,9,15,10,42
5197,19,7,8,64
5198,16,11,7,59
5199,14,12,8,54
5200,17,9,8,60
5201,15,10,9,55
5202,17,6,11,57
5203,18,7,9,61
5204,15,6,13,51
5205,14,9,11,51
5206,14,8,12,50
5207,16,10,8,58
5208,16,4,14,52
5209,16,5,13,53
5210,13,7,14,46
5211,20,7,7,67
5212,11,8,15,41
5213,10,12,12,42
5214,10,8,16,38
5215,12,8,14,44
5216,16,7,11,55
5217,12,7,15,43
5218,15,5,14,50
5219,17,3,14,54
5220,13,7,14,46
5221,16,9,9,57
5222,17,4,13,55
5223,14,12,8,54
5224,17,6,11,57
5225,11,6,17,39
5226,19,5,10,62
5227,16,6,12,54
5228,13,10,11,49
5229,17,4,13,55
5230,20,5,9,65
5231,19,5,10,62
5232,13,8,13,47
5233,15,7,12,52
5234,14,6,14,48
5235,15,5,14,50
5236,15,6,13,51
5237,15,10,9,55
5238,21,5,8,68
5239,13,8,13,47
5240,14,6,14,48
5241,15,6,13,51
5242,14,7,13,49
5243,16,9,9,57
5244,18,4,12,58
5245,16,7,11,55
5246,16,6,12,54
5247,15,10,9,55
5248,13,8,13,47
5249,19,6,9,63
5250,16,6,12,54
5251,17,7,10,58
5252,13,14,7,53
5253,17,6,11,57
5254,15,7,12,52
5255,16,6,12,54
5256,16,6,12,54
5257,18,6,10,60
5258,17,8,9,59
5259,11,7,16,40
5260,17,6,11,57
5261,15,7,12,52
5262,17,7,10,58
5263,16,4,14,52
5264,10,11,13,41
5265,19,9,6,66
5266,20,8,6,68
5267,14,8,12,50
5268,16,4,14,52
5269,16,6,12,54
5270,16,6,12,54
5271,16,7,11,55
5272,19,5,10,62
5273,21,5,8,68
5274,17,13,4,64
5275,17,4,13,55
5276,18,5,11,59
5277,16,5,13,53
5278,14,7,13,49
5279,12,4,18,40
5280,16,4,14,52
5281,22,3,9,69
5282,14,8,12,50
5283,12,10,12,46
5284,19,4,11,61
5285,16,10,8,58
5286,22,5,7,71
5287,16,6,12,54
5288,15,9,10,54
5289,16,8,10,56
5290,18,4,12,58
5291,10,9,15,39
5292,19,6,9,63
5293,15,7,12,52
5294,11,8,15,41
5295,14,8,12,50
5296,15,6,13,51
5297,16,6,12,54
5298,16,6,12,54
5299,18,3,13,57
5300,9,6,19,33
5301,23,5,6,74
5302,15,6,13,51
5303,13,6,15,45
5304,18,3,13,57
5305,14,10,10,52
5306,16,10,8,58
5307,12,11,11,47
5308,21,7,6,70
5309,16,6,12,54
5310,20,7,7,67
5311,17,5,12,56
5312,17,11,6,62
5313,16,6,12,54
5314,16,10,8,58
5315,14,13,7,55
5316,16,6,12,54
5317,15,6,13,51
5318,14,13,7,55
5319,12,5,17,41
5320,16,7,11,55
5321,20,8,6,68
5322,16,11,7,59
5323,19,10,5,67
5324,15,4,15,49
5325,19,4,11,61
5326,14,7,13,49
5327,20,8,6,68
5328,17,7,10,58
5329,12,9,13,45
5330,20,7,7,67
5331,16,9,9,57
5332,11,10,13,43
5333,17,6,11,57
5334,13,9,12,48
5335,19,6,9,63
5336,13,11,10,50
5337,18,3,13,57
5338,21,6,7,69
5339,18,3,13,57
5340,15,10,9,55
5341,18,7,9,61
5342,14,10,10,52
5343,13,12,9,51
5344,12,12,10,48
5345,16,9,9,57
5346,17,8,9,59
5347,14,9,11,51
5348,15,8,11,53
5349,14,10,10,52
5350,19,7,8,64
5351,18,3,13,57
5352,23,4,7,73
5353,19,6,9,63
5354,16,7,11,55
5355,19,8,7,65
5356,12,9,13,45
5357,21,7,6,70
5358,22,1,11,67
5359,11,6,17,39
5360,18,3,13,57
5361,19,6,9,63
5362,18,6,10,60
5363,21,6,7,69
5364,13,11,10,50
5365,16,10,8,58
5366,18,6,10,60
5367,15,8,11,53
5368,15,3,16,48
5369,15,7,12,52
5370,11,10,13,43
5371,12,9,13,45
5372,17,6,11,57
5373,13,11,10,50
5374,21,9,4,72
5375,13,6,15,45
5376,14,7,13,49
5377,17,6,11,57
5378,13,11,10,50
5379,17,8,9,59
5380,17,7,10,58
5381,17,4,13,55
5382,17,3,14,54
5383,13,9,12,48
5384,21,5,8,68
5385,14,5,15,47
5386,13,8,13,47
5387,17,4,13,55
5388,19,8,7,65
5389,14,7,13,49
5390,20,6,8,66
5391,15,8,11,53
5392,17,7,10,58
5393,17,8,9,59
5394,17,4,13,55
5395,12,11,11,47
5396,18,8,8,62
5397,18,6,10,60
5398,16,6,12,54
5399,16,6,12,54
5400,17,5,12,56
5401,12,12,10,48
5402,16,6,12,54
5403,10,7,17,37
5404,18,7,9,61
5405,22,6,6,72
5406,19,8,7,65
5407,18,8,8,62
5408,16,8,10,56
5409,21,3,10,66
5410,14,12,8,54
5411,17,9,8,60
5412,16,9,9,57
5413,16,9,9,57
5414,17,9,8,60
5415,22,5,7,71
5416,15,8,11,53
5417,19,3,12,60
5418,23,2,9,71
5419,18,5,11,59
5420,14,7,13,49
5421,17,9,8,60
5422,14,7,13,49
5423,13,8,13,47
5424,14,10,10,52
5425,18,3,13,57
5426,20,6,8,66
5427,16,12,6,60
5428,17,5,12,56
5429,12,9,13,45
5430,13,10,11,49
5431,20,6,8,66
5432,12,6,16,42
5433,15,8,11,53
5434,11,9,14,42
5435,17,10,7,61
5436,16,5,13,53
5437,12,9,13,45
5438,13,9,12,48
5439,17,8,9,59
5440,13,10,11,49
5441,16,10,8,58
5442,21,7,6,70
5443,19,6,9,63
5444,18,7,9,61
5445,17,9,8,60
5446,20,7,7,67
5447,14,7,13,49
5448,15,7,12,52
5449,18,7,9,61
5450,16,8,10,56
5451,19,7,8,64
5452,18,5,11,59
5453,13,7,14,46
5454,15,4,15,49
5455,16,8,10,56
5456,20,6,8,66
5457,19,7,8,64
5458,17,6,11,57
5459,16,8,10,56
5460,19,7,8,64
5461,18,8,8,62
5462,17,6,11,57
5463,16,8,10,56
5464,17,6,11,57
5465,13,9,12,48
5466,14,7,13,49
5467,14,2,18,44
5468,12,8,14,44
5469,20,4,10,64
5470,18,6,10,60
5471,21,4,9,67
5472,17,8,9,59
5473,20,4,10,64
5474,17,5,12,56
5475,14,9,11,51
5476,15,9,10,54
5477,14,4,16,46
5478,12,10,12,46
5479,17,8,9,59
5480,13,6,15,45
5481,15,5,14,50
5482,19,8,7,65
5483,12,5,17,41
5484,17,6,11,57
5485,15,6,13,51
5486,17,8,9,59
5487,14,7,13,49
5488,12,10,12,46
5489,18,6,10,60
5490,20,6,8,66
5491,19,8,7,65
5492,16,8,10,56
5493,18,4,12,58
5494,15,9,10,54
5495,17,4,13,55
5496,11,10,13,43
5497,9,12,13,39
5498,17,9,8,60
5499,20,6,8,66
5500,14,8,12,50
5501,13,8,13,47
5502,17,6,11,57
5503,12,10,12,46
5504,18,5,11,59
5505,20,7,7,67
5506,19,4,11,61
5507,15,10,9,55
5508,15,10,9,55
5509,16,6,12,54
5510,20,8,6,68
5511,15,11,8,56
5512,13,7,14,46
5513,10,12,12,42
5514,16,6,12,54
5515,18,7,9,61
5516,20,6,8,66
5517,17,7,10,58
5518,12,9,13,45
5519,16,8,10,56
5520,17,8,9,59
5521,15,6,13,51
5522,14,5,15,47
5523,18,9,7,63
5524,13,12,9,51
5525,14,9,11,51
5526,16,3,15,51
5527,16,5,13,53
5528,14,6,14,48
5529,15,8,11,53
5530,16,5,13,53
5531,16,5,13,53
5532,19,6,9,63
5533,13,7,14,46
5534,15,5,14,50
5535,15,7,12,52
5536,16,6,12,54
5537,18,5,11,59
5538,14,9,11,51
5539,19,6,9,63
5540,19,5,10,62
5541,13,6,15,45
5542,13,9,12,48
5543,21,6,7,69
5544,18,7,9,61
5545,15,7,12,52
5546,17,10,7,61
5547,18,8,8,62
5548,21,1,12,64
5549,17,9,8,60
5550,16,7,11,55
5551,14,6,14,48
5552,15,8,11,53
5553,18,5,11,59
5554,20,4,10,64
5555,23,1,10,70
5556,19,7,8,64
5557,12,6,16,42
5558,14,9,11,51
5559,16,4,14,52
5560,18,8,8,62
5561,18,10,6,64
5562,16,10,8,58
5563,18,6,10,60
5564,16,5,13,53
5565,17,8,9,59
5566,15,6,13,51
5567,12,10,12,46
5568,14,6,14,48
5569,17,6,11,57
5570,16,7,11,55
5571,18,7,9,61
5572,20,5,9,65
5573,19,6,9,63
5574,17,7,10,58
5575,15,7,12,52
5576,16,7,11,55
5577,16,5,13,53
5578,11,6,17,39
5579,19,4,11,61
5580,18,7,9,61
5581,18,6,10,60
5582,16,5,13,53
5583,18,7,9,61
5584,13,7,14,46
5585,15,9,10,54
5586,13,11,10,50
5587,14,6,14,48
5588,13,7,14,46
5589,16,4,14,52
5590,16,10,8,58
5591,17,7,10,58
5592,20,7,7,67
5593,17,4,13,55
5594,21,4,9,67
5595,12,15,7,51
5596,19,5,10,62
5597,11,9,14,42
5598,15,8,11,53
5599,15,13,6,58
5600,17,5,12,56
5601,12,6,16,42
5602,16,9,9,57
5603,16,8,10,56
5604,14,10,10,52
5605,15,9,10,54
5606,20,5,9,65
5607,18,8,8,62
5608,14,5,15,47
5609,19,7,8,64
5610,18,4,12,58
5611,14,4,16,46
5612,18,5,11,59
5613,18,4,12,58
5614,11,9,14,42
5615,19,5,10,62
5616,16,8,10,56
5617,13,6,15,45
5618,12,10,12,46
5619,12,11,11,47
5620,12,11,11,47
5621,11,9,14,42
5622,16,8,10,56
5623,14,5,15,47
5624,19,7,8,64
5625,17,8,9,59
5626,16,6,12,54
5627,20,4,10,64
5628,18,9,7,63
5629,18,7,9,61
5630,17,5,12,56
5631,12,9,13,45
5632,14,8,12,50
5633,18,6,10,60
5634,15,7,12,52
5635,16,6,12,54
5636,12,10,12,46
5637,17,12,5,63
5638,12,9,13,45
5639,17,9,8,60
5640,10,8,16,38
5641,18,6,10,60
5642,25,4,5,79
5643,15,6,13,51
5644,14,5,15,47
5645,13,8,13,47
5646,19,6,9,63
5647,14,10,10,52
5648,18,3,13,57
5649,12,8,14,44
5650,15,4,15,49
5651,17,5,12,56
5652,20,4,10,64
5653,14,6,14,48
5654,15,6,13,51
5655,18,4,12,58
5656,16,5,13,53
5657,19,7,8,64
5658,12,10,12,46
5659,12,5,17,41
5660,20,5,9,65
5661,21,4,9,67
5662,14,5,15,47
5663,16,8,10,56
5664,15,8,11,53
5665,19,4,11,61
5666,15,6,13,51
5667,18,8,8,62
5668,21,6,7,69
5669,18,5,11,59
5670,17,4,13,55
5671,13,11,10,50
5672,19,4,11,61
5673,17,8,9,59
5674,18,7,9,61
5675,17,4,13,55
5676,13,9,12,48
5677,15,5,14,50
5678,17,8,9,59
5679,13,8,13,47
5680,19,5,10,62
5681,19,8,7,65
5682,18,7,9,61
5683,18,8,8,62
5684,15,12,7,57
5685,17,6,11,57
5686,13,9,12,48
5687,19,5,10,62
5688,19,8,7,65
5689,10,9,15,39
5690,14,9,11,51
5691,20,5,9,65
5692,17,6,11,57
5693,16,5,13,53
5694,16,10,8,58
5695,12,7,15,43
5696,12,10,12,46
5697,20,3,11,63
5698,13,9,12,48
5699,16,9,9,57
5700,22,5,7,71
5701,17,7,10,58
5702,16,5,13,53
5703,15,7,12,52
5704,16,9,9,57
5705,19,11,4,68
5706,18,6,10,60
5707,15,6,13,51
5708,19,5,10,62
5709,15,5,14,50
5710,23,2,9,71
5711,16,8,10,56
5712,13,8,13,47
5713,18,5,11,59
5714,14,7,13,49
5715,16,9,9,57
5716,21,8,5,71
5717,19,5,10,62
5718,16,10,8,58
5719,21,3,10,66
5720,12,10,12,46
5721,18,4,12,58
5722,13,8,13,47
5723,19,8,7,65
5724,16,8,10,56
5725,15,7,12,52
5726,15,8,11,53
5727,18,5,11,59
5728,20,5,9,65
5729,13,10,11,49
5730,16,5,13,53
5731,13,6,15,45
5732,17,5,12,56
5733,13,9,12,48
5734,17,3,14,54
5735,16,4,14,52
5736,16,7,11,55
5737,15,9,10,54
5738,16,3,15,51
5739,13,7,14,46
5740,14,7,13,49
5741,16,11,7,59
5742,13,13,8,52
5743,15,7,12,52
5744,17,6,11,57
5745,19,4,11,61
5746,17,4,13,55
5747,14,5,15,47
5748,10,11,13,41
5749,16,7,11,55
5750,15,11,8,56
5751,18,6,10,60
5752,15,9,10,54
5753,14,7,13,49
5754,18,9,7,63
5755,11,11,12,44
5756,15,10,9,55
5757,11,11,12,44
5758,17,6,11,57
5759,21,7,6,70
5760,15,5,14,50
5761,12,9,13,45
5762,13,6,15,45
5763,14,9,11,51
5764,16,6,12,54
5765,13,9,12,48
5766,13,10,11,49
5767,13,9,12,48
5768,14,9,11,51
5769,21,7,6,70
5770,20,6,8,66
5771,18,5,11,59
5772,18,5,11,59
5773,13,7,14,46
5774,16,7,11,55
5775,13,8,13,47
5776,14,10,10,52
5777,17,5,12,56
5778,17,7,10,58
5779,18,4,12,58
5780,11,10,13,43
5781,10,13,11,43
5782,17,8,9,59
5783,14,8,12,50
5784,16,5,13,53
5785,18,6,10,60
5786,15,12,7,57
5787,19,4,11,61
5788,15,5,14,50
5789,13,8,13,47
5790,11,13,10,46
5791,19,4,11,61
5792,17,7,10,58
5793,23,6,5,75
5794,14,13,7,55
5795,12,12,10,48
5796,17,6,11,57
5797,19,5,10,62
5798,13,12,9,51
5799,17,6,11,57
5800,18,6,10,60
5801,13,8,13,47
5802,15,8,11,53
5803,18,5,11,59
5804,15,9,10,54
5805,15,5,14,50
5806,13,7,14,46
5807,14,5,15,47
5808,16,5,13,53
5809,20,6,8,66
5810,15,6,13,51
5811,21,8,5,71
5812,16,8,10,56
5813,18,6,10,60
5814,19,6,9,63
5815,16,9,9,57
5816,20,8,6,68
5817,14,8,12,50
5818,17,6,11,57
5819,18,8,8,62
5820,16,7,11,55
5821,13,7,14,46
5822,14,10,10,52
5823,17,4,13,55
5824,13,6,15,45
5825,14,10,10,52
5826,14,10,10,52
5827,18,6,10,60
5828,15,7,12,52
5829,15,5,14,50
5830,22,1,11,67
5831,16,11,7,59
5832,16,9,9,57
5833,14,5,15,47
5834,18,6,10,60
5835,15,9,10,54
5836,12,7,15,43
5837,12,14,8,50
5838,22,6,6,72
5839,17,7,10,58
5840,15,6,13,51
5841,19,6,9,63
5842,15,13,6,58
5843,16,7,11,55
5844,15,7,12,52
5845,16,11,7,59
5846,15,8,11,53
5847,16,6,12,54
5848,14,11,9,53
5849,14,6,14,48
5850,16,9,9,57
5851,16,7,11,55
5852,16,5,13,53
5853,16,8,10,56
5854,18,6,10,60
5855,18,8,8,62
5856,14,6,14,48
5857,16,7,11,55
5858,20,6,8,66
5859,13,7,14,46
5860,18,5,11,59
5861,16,11,7,59
5862,22,4,8,70
5863,17,7,10,58
5864,13,7,14,46
5865,18,4,12,58
5866,19,5,10,62
5867,13,10,11,49
5868,16,8,10,56
5869,18,4,12,58
5870,10,12,12,42
5871,16,6,12,54
5872,10,14,10,44
5873,12,7,15,43
5874,17,3,14,54
5875,14,12,8,54
5876,16,8,10,56
5877,17,5,12,56
5878,14,11,9,53
5879,16,9,9,57
5880,17,6,11,57
5881,15,11,8,56
5882,15,7,12,52
5883,19,3,12,60
5884,16,3,15,51
5885,18,6,10,60
5886,23,5,6,74
5887,21,5,8,68
5888,21,5,8,68
5889,12,10,12,46
5890,14,9,11,51
5891,16,13,5,61
5892,15,5,14,50
5893,14,4,16,46
5894,14,6,14,48
5895,15,8,11,53
5896,17,8,9,59
5897,19,6,9,63
5898,13,9,12,48
5899,13,9,12,48
5900,15,6,13,51
5901,14,7,13,49
5902,18,5,11,59
5903,16,7,11,55
5904,13,8,13,47
5905,15,10,9,55
5906,16,6,12,54
5907,13,7,14,46
5908,14,7,13,49
5909,19,4,11,61
5910,18,8,8,62
5911,16,7,11,55
5912,16,10,8,58
5913,19,8,7,65
5914,13,9,12,48
5915,19,2,13,59
5916,16,9,9,57
5917,15,12,7,57
5918,11,11,12,44
5919,15,8,11,53
5920,15,9,10,54
5921,16,9,9,57
5922,13,5,16,44
5923,24,2,8,74
5924,16,9,9,57
5925,14,7,13,49
5926,14,3,17,45
5927,14,12,8,54
5928,14,5,15,47
5929,16,8,10,56
5930,12,9,13,45
5931,18,9,7,63
5932,13,5,16,44
5933,10,10,14,40
5934,19,6,9,63
5935,21,5,8,68
5936,10,7,17,37
5937,15,8,11,53
5938,18,5,11,59
5939,19,5,10,62
5940,13,7,14,46
5941,19,7,8,64
5942,16,11,7,59
5943,18,7,9,61
5944,22,5,7,71
5945,14,5,15,47
5946,16,9,9,57
5947,15,5,14,50
5948,14,6,14,48
5949,18,6,10,60
5950,20,6,8,66
5951,17,7,10,58
5952,15,7,12,52
5953,14,7,13,49
5954,19,4,11,61
5955,18,4,12,58
5956,12,9,13,45
5957,14,11,9,53
5958,16,4,14,52
5959,16,5,13,53
5960,11,12,11,45
5961,20,6,8,66
5962,19,7,8,64
5963,13,9,12,48
5964,13,10,11,49
5965,19,7,8,64
5966,18,9,7,63
5967,18,10,6,64
5968,13,7,14,46
5969,17,5,12,56
5970,14,7,13,49
5971,12,7,15,43
5972,15,9,10,54
5973,21,6,7,69
5974,15,6,13,51
5975,13,6,15,45
5976,18,5,11,59
5977,15,10,9,55
5978,11,12,11,45
5979,16,9,9,57
5980,18,9,7,63
5981,14,11,9,53
5982,18,6,10,60
5983,17,10,7,61
5984,15,5,14,50
5985,23,7,4,76
5986,16,8,10,56
5987,15,8,11,53
5988,16,6,12,54
5989,21,7,6,70
5990,14,10,10,52
5991,20,6,8,66
5992,15,3,16,48
5993,13,8,13,47
5994,16,11,7,59
5995,19,2,13,59
5996,15,6,13,51
5997,19,7,8,64
5998,13,9,12,48
5999,14,3,17,45
6000,16,5,13,53
6001,15,9,10,54
6002,14,7,13,49
6003,20,9,5,69
6004,20,9,5,69
6005,17,8,9,59
6006,14,7,13,49
6007,17,5,12,56
6008,13,9,12,48
6009,14,7,13,49
6010,14,10,10,52
6011,20,5,9,65
6012,12,8,14,44
6013,18,9,7,63
6014,15,8,11,53
6015,17,7,10,58
6016,18,5,11,59
6017,20,3,11,63
6018,13,7,14,46
6019,19,4,11,61
6020,12,9,13,45
6021,17,6,11,57
6022,17,6,11,57
6023,19,5,10,62
6024,18,4,12,58
6025,19,4,11,61
6026,14,5,15,47
6027,19,5,10,62
6028,17,8,9,59
6029,17,4,13,55
6030,23,1,10,70
6031,17,5,12,56
6032,14,8,12,50
6033,17,10,7,61
6034,18,5,11,59
6035,20,8,6,68
6036,11,8,15,41
6037,16,6,12,54
6038,15,8,11,53
6039,13,13,8,52
6040,15,8,11,53
6041,17,9,8,60
6042,15,7,12,52
6043,15,11,8,56
6044,17,10,7,61
6045,11,7,16,40
6046,17,7,10,58
6047,21,3,10,66
6048,13,7,14,46
6049,12,10,12,46
6050,19,8,7,65
6051,12,11,11,47
6052,13,9,12,48
6053,17,7,10,58
6054,18,10,6,64
6055,16,6,12,54
6056,19,5,10,62
6057,16,9,9,57
6058,18,7,9,61
6059,11,16,7,49
6060,17,6,11,57
6061,18,7,9,61
6062,18,9,7,63
6063,17,7,10,58
6064,19,6,9,63
6065,17,7,10,58
6066,15,7,12,52
6067,19,6,9,63
6068,16,10,8,58
6069,19,8,7,65
6070,20,5,9,65
6071,17,5,12,56
6072,16,6,12,54
6073,18,6,10,60
6074,17,6,11,57
6075,12,12,10,48
6076,15,6,13,51
6077,13,9,12,48
6078,16,14,4,62
6079,10,8,16,38
6080,19,6,9,63
6081,11,13,10,46
6082,16,8,10,56
6083,16,7,11,55
6084,13,8,13,47
6085,17,6,11,57
6086,19,4,11,61
6087,13,11,10,50
6088,17,6,11,57
6089,16,5,13,53
6090,18,8,8,62
6091,18,10,6,64
6092,20,6,8,66
6093,20,4,10,64
6094,16,7,11,55
6095,17,12,5,63
6096,12,10,12,46
6097,17,9,8,60
6098,17,9,8,60
6099,18,6,10,60
6100,19,8,7,65
6101,16,10,8,58
6102,13,10,11,49
6103,14,10,10,52
6104,20,7,7,67
6105,17,6,11,57
6106,18,4,12,58
6107,15,6,13,51
6108,11,10,13,43
6109,16,9,9,57
6110,22,7,5,73
6111,19,3,12,60
6112,18,4,12,58
6113,17,6,11,57
6114,17,9,8,60
6115,18,9,7,63
6116,17,5,12,56
6117,12,11,11,47
6118,18,6,10,60
6119,14,8,12,50
6120,18,7,9,61
6121,20,4,10,64
6122,19,4,11,61
6123,22,5,7,71
6124,15,5,14,50
6125,17,5,12,56
6126,14,7,13,49
6127,17,8,9,59
6128,14,7,13,49
6129,15,9,10,54
6130,10,11,13,41
6131,16,8,10,56
6132,14,9,11,51
6133,16,9,9,57
6134,18,7,9,61
6135,20,5,9,65
6136,19,10,5,67
6137,21,8,5,71
6138,15,5,14,50
6139,21,7,6,70
6140,17,8,9,59
6141,14,6,14,48
6142,12,13,9,49
6143,17,6,11,57
6144,16,5,13,53
6145,17,3,14,54
6146,15,10,9,55
6147,12,6,16,42
6148,14,10,10,52
6149,17,8,9,59
6150,18,11,5,65
6151,15,6,13,51
6152,18,9,7,63
6153,19,6,9,63
6154,18,1,15,55
6155,19,6,9,63
6156,14,9,11,51
6157,17,7,10,58
6158,16,7,11,55
6159,18,3,13,57
6160,17,7,10,58
6161,15,7,12,52
6162,14,8,12,50
6163,16,7,11,55
6164,18,8,8,62
6165,18,5,11,59
6166,17,4,13,55
6167,16,5,13,53
6168,14,9,11,51
6169,20,6,8,66
6170,15,9,10,54
6171,17,9,8,60
6172,17,10,7,61
6173,12,10,12,46
6174,12,13,9,49
6175,19,5,10,62
6176,15,7,12,52
6177,20,5,9,65
6178,15,2,17,47
6179,14,10,10,52
6180,20,5,9,65
6181,15,9,10,54
6182,18,8,8,62
6183,12,8,14,44
6184,12,11,11,47
6185,24,5,5,77
6186,20,8,6,68
6187,14,9,11,51
6188,14,7,13,49
6189,18,5,11,59
6190,15,7,12,52
6191,20,3,11,63
6192,18,8,8,62
6193,12,6,16,42
6194,11,5,18,38
6195,15,9,10,54
6196,14,4,16,46
6197,20,2,12,62
6198,14,7,13,49
6199,15,5,14,50
6200,18,11,5,65
6201,16,9,9,57
6202,20,6,8,66
6203,19,4,11,61
6204,16,8,10,56
6205,16,6,12,54
6206,20,6,8,66
6207,9,9,16,36
6208,17,9,8,60
6209,16,3,15,51
6210,17,10,7,61
6211,17,5,12,56
6212,14,12,8,54
6213,18,8,8,62
6214,20,0,14,60
6215,17,4,13,55
6216,20,4,10,64
6217,16,7,11,55
6218,19,6,9,63
6219,12,10,12,46
6220,13,12,9,51
6221,19,5,10,62
6222,17,4,13,55
6223,16,7,11,55
6224,19,6,9,63
6225,18,9,7,63
6226,14,12,8,54
6227,17,8,9,59
6228,17,5,12,56
6229,11,5,18,38
6230,21,5,8,68
6231,13,8,13,47
6232,13,10,11,49
6233,15,8,11,53
6234,15,8,11,53
6235,17,6,11,57
6236,17,7,10,58
6237,17,4,13,55
6238,17,8,9,59
6239,12,11,11,47
6240,14,13,7,55
6241,16,5,13,53
6242,14,7,13,49
6243,17,5,12,56
6244,16,7,11,55
6245,13,9,12,48
6246,19,6,9,63
6247,15,11,8,56
6248,14,12,8,54
6249,18,5,11,59
6250,17,7,10,58
6251,16,6,12,54
6252,18,10,6,64
6253,16,4,14,52
6254,18,7,9,61
6255,18,3,13,57
6256,10,10,14,40
6257,15,7,12,52
6258,20,7,7,67
6259,12,7,15,43
6260,20,6,8,66
6261,15,11,8,56
6262,18,6,10,60
6263,18,5,11,59
6264,15,9,10,54
6265,19,9,6,66
6266,18,6,10,60
6267,14,8,12,50
6268,17,7,10,58
6269,15,7,12,52
6270,14,8,12,50
6271,18,11,5,65
6272,19,6,9,63
6273,14,8,12,50
6274,16,8,10,56
6275,19,5,10,62
6276,12,6,16,42
6277,19,8,7,65
6278,16,6,12,54
6279,19,5,10,62
6280,18,7,9,61
6281,15,5,14,50
6282,16,9,9,57
6283,12,10,12,46
6284,20,8,6,68
6285,14,10,10,52
6286,13,6,15,45
6287,16,11,7,59
6288,18,5,11,59
6289,16,9,9,57
6290,21,5,8,68
6291,16,7,11,55
6292,14,7,13,49
6293,11,13,10,46
6294,18,9,7,63
6295,18,7,9,61
6296,15,11,8,56
6297,17,9,8,60
6298,17,5,12,56
6299,12,9,13,45
6300,17,4,13,55
6301,19,4,11,61
6302,12,9,13,45
6303,15,5,14,50
6304,17,9,8,60
6305,15,9,10,54
6306,14,9,11,51
6307,19,9,6,66
6308,10,8,16,38
6309,16,6,12,54
6310,18,8,8,62
6311,16,8,10,56
6312,16,12,6,60
6313,20,9,5,69
6314,15,9,10,54
6315,16,4,14,52
6316,17,8,9,59
6317,18,9,7,63
6318,17,8,9,59
6319,16,6,12,54
6320,15,8,11,53
6321,14,4,16,46
6322,15,6,13,51
6323,14,7,13,49
6324,14,7,13,49
6325,12,4,18,40
6326,12,9,13,45
6327,21,5,8,68
6328,16,7,11,55
6329,8,14,12,38
6330,13,8,13,47
6331,18,8,8,62
6332,17,4,13,55
6333,13,11,10,50
6334,18,5,11,59
6335,13,10,11,49
6336,20,4,10,64
6337,16,5,13,53
6338,15,8,11,53
6339,15,9,10,54
6340,21,6,7,69
6341,17,8,9,59
6342,19,5,10,62
6343,15,7,12,52
6344,15,9,10,54
6345,16,2,16,50
6346,15,9,10,54
6347,20,7,7,67
6348,20,6,8,66
6349,17,9,8,60
6350,16,4,14,52
6351,15,11,8,56
6352,18,6,10,60
6353,14,7,13,49
6354,14,4,16,46
6355,17,7,10,58
6356,13,12,9,51
6357,23,4,7,73
6358,17,7,10,58
6359,19,5,10,62
6360,19,7,8,64
6361,12,10,12,46
6362,16,8,10,56
6363,17,8,9,59
6364,14,10,10,52
6365,14,3,17,45
6366,17,9,8,60
6367,14,12,8,54
6368,17,8,9,59
6369,16,6,12,54
6370,13,7,14,46
6371,20,6,8,66
6372,19,6,9,63
6373,11,12,11,45
6374,15,6,13,51
6375,16,10,8,58
6376,17,5,12,56
6377,14,9,11,51
6378,14,9,11,51
6379,16,10,8,58
6380,18,5,11,59
6381,13,8,13,47
6382,17,5,12,56
6383,17,6,11,57
6384,19,3,12,60
6385,21,5,8,68
6386,15,11,8,56
6387,14,6,14,48
6388,17,6,11,57
6389,15,10,9,55
6390,14,9,11,51
6391,18,5,11,59
6392,16,6,12,54
6393,15,9,10,54
6394,15,9,10,54
6395,20,5,9,65
6396,15,9,10,54
6397,13,10,11,49
6398,12,9,13,45
6399,19,6,9,63
6400,16,6,12,54
6401,19,8,7,65
6402,19,8,7,65
6403,15,5,14,50
6404,14,8,12,50
6405,26,6,2,84
6406,13,8,13,47
6407,15,7,12,52
6408,15,6,13,51
6409,20,5,9,65
6410,14,9,11,51
6411,14,9,11,51
6412,18,5,11,59
6413,15,8,11,53
6414,19,4,11,61
6415,13,12,9,51
6416,18,8,8,62
6417,17,7,10,58
6418,17,9,8,60
6419,16,8,10,56
6420,19,6,9,63
6421,18,5,11,59
6422,13,6,15,45
6423,13,7,14,46
6424,16,8,10,56
6425,17,5,12,56
6426,12,9,13,45
6427,19,6,9,63
6428,15,12,7,57
6429,17,6,11,57
6430,17,6,11,57
6431,15,8,11,53
6432,16,5,13,53
6433,20,6,8,66
6434,17,9,8,60
6435,21,8,5,71
6436,14,6,14,48
6437,11,11,12,44
6438,12,9,13,45
6439,19,3,12,60
6440,17,4,13,55
6441,14,8,12,50
6442,16,7,11,55
